"","Date","PlantID","ClusterID","Network","Island","Species","Easting","Northing","RecruitmentMode","RangeofDates","SizeofDateRange","CA_t","ME_t","CH_t","DA_t","Unknown_Moth_t","Gerstaeckeria_t","Old_Moth_Evidence_t","AllSurveyed","Dead","Missing","Size_t","Plant_Segments_w_leaves","Plant_Segments_wo_leaves","Plant_Segments_woody","Height_t","Width_t","Perpen_Width","Num_FlowerBuds","Num_Fruit_red","Num_Fruit_green","Num_Flowers","Fruit_t","Fruit_Flowers_t","DemographicSurvey","SamplingYear","PlantsSurveyed"
"2608",2014-06-28,"8024","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2014,"NA"
"2609",2015-01-15,"8024","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,"4",2014,"NA"
"2610",2015-06-12,"8024","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,4,0,4,0,7,9,1.5,0,0,0,0,0,0,"5",2015,"NA"
"2611",2013-04-14,"8025","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE",0,0,4,0,4,0,NA,NA,NA,0,0,0,0,0,0,"0",2012,"NA"
"2612",2013-05-24,"8025","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,6,2,4,0,5,12,2,0,0,0,0,0,0,"1",2013,"NA"
"2613",2013-07-17,"8025","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2013,"NA"
"2614",2013-12-20,"8025","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2013,"NA"
"2615",2014-06-04,"8025","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,3,1,1,1,3,4.5,2,0,0,0,0,0,0,"3",2014,"NA"
"2616",2014-06-28,"8025","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"3",2014,"NA"
"2617",2015-01-15,"8025","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",2014,"NA"
"2618",2015-06-12,"8025","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,6,6,1.5,0,0,0,0,0,0,"5",2015,"NA"
"2619",2013-04-14,"8026","134",134,"5","stricta",NA,NA,"","15809",0,NA,NA,NA,NA,NA,NA,NA,"TRUE",0,0,5,1,3,1,NA,NA,NA,0,0,0,0,0,0,"0",2012,"8026a"
"2620",2013-04-14,"8026","134",134,"5","stricta",NA,NA,"","15849",0,0,0,0,0,0,NA,0,"TRUE",0,0,5,1,3,1,12,11,8,0,0,0,0,0,0,"1",2013,"8026a"
"2621",2013-06-01,"8026","134",134,"5","stricta",NA,NA,"","15903",0,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2013,"8026a"
"2622",2013-12-10,"8026","134",134,"5","stricta",NA,NA,"","16059",0,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2013,"8026a"
"2623",2014-05-03,"8026","134",134,"5","stricta",NA,NA,"","16225",0,0,0,0,0,0,0,0,"TRUE",0,0,6,1,4,1,10.5,14,8,0,0,0,0,0,0,"3",2014,"8026a"
"2624",2014-06-20,"8026","134",134,"5","stricta",NA,NA,"","16249",0,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,13,NA,NA,0,0,0,0,0,0,"3",2014,"8026a,8026b"
"2625",2014-12-29,"8026","134",134,"5","stricta",NA,NA,"","16450",0,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,"4",2014,"8026a,8026b,8026c"
"2626",2015-05-22,"8026","134",134,"5","stricta",NA,NA,"","16598",0,0,0,0,0,0,0,0,"TRUE",0,0,4,0,3,1,14,26,9,0,0,0,0,0,0,"5",2015,"8026a,8026c"
"2627",2013-04-14,"8027","134",134,"5","pusilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE",0,0,7,1,5,1,NA,NA,NA,0,0,0,0,0,0,"0",2012,"NA"
"2628",2013-05-24,"8027","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,7,1,5,1,6,15,3,0,0,0,0,0,0,"1",2013,"NA"
"2629",2013-07-17,"8027","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2013,"NA"
"2630",2013-12-20,"8027","134",134,"5","pusilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2013,"NA"
"2631",2014-06-04,"8027","134",134,"5","pusilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE",1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"3",2014,"NA"
"2632",2013-04-14,"8028","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE",0,0,3,0,3,0,NA,NA,NA,0,0,0,0,0,0,"0",2012,"NA"
"2633",2013-05-24,"8028","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,4,1,3,0,8,9,1.5,0,0,0,0,0,0,"1",2013,"NA"
"2634",2013-07-17,"8028","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2013,"NA"
"2635",2013-12-20,"8028","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2013,"NA"
"2636",2014-06-04,"8028","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,4,0,4,0,5.5,9.5,1.5,0,0,0,0,0,0,"3",2014,"NA"
"2637",2014-06-28,"8028","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,7,NA,NA,0,0,0,0,0,0,"3",2014,"NA"
"2638",2015-01-15,"8028","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",2014,"NA"
"2639",2015-06-12,"8028","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,3,1,2,0,6.5,4.5,1.5,0,0,0,0,0,0,"5",2015,"NA"
"2640",2013-04-14,"8029","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE",0,0,7,0,5,2,NA,NA,NA,0,0,0,0,0,0,"0",2012,"NA"
"2641",2013-05-23,"8029","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,7,0,6,1,4,13,7,0,0,0,0,0,0,"1",2013,"NA"
"2642",2013-07-17,"8029","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2013,"NA"
"2643",2013-12-20,"8029","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2013,"NA"
"2644",2014-06-04,"8029","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,7,1,4,2,6,9,6.5,0,0,0,0,0,0,"3",2014,"NA"
"2645",2014-06-28,"8029","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"3",2014,"NA"
"2646",2015-01-15,"8029","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,"4",2014,"NA"
"2647",2015-06-12,"8029","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,5,0,2,3,8.5,5.5,1.5,0,0,0,0,0,0,"5",2015,"NA"
"2648",2013-04-14,"8030","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE",0,0,2,0,2,0,NA,NA,NA,0,0,0,0,0,0,"0",2012,"NA"
"2649",2013-05-23,"8030","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,2,0,2,0,4,4.5,1.5,0,0,0,0,0,0,"1",2013,"NA"
"2650",2013-07-17,"8030","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2013,"NA"
"2651",2013-12-20,"8030","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2013,"NA"
"2652",2014-06-04,"8030","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,0,2,0,3.5,4.5,1.5,0,0,0,0,0,0,"3",2014,"NA"
"2653",2014-06-28,"8030","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"3",2014,"NA"
"2654",2015-01-15,"8030","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",2014,"NA"
"2655",2015-06-12,"8030","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,1,1,0,3.5,2.5,2,0,0,0,0,0,0,"5",2015,"NA"
"2656",2013-04-14,"8031","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE",0,0,5,0,4,1,NA,NA,NA,0,0,0,0,0,0,"0",2012,"NA"
"2657",2013-05-23,"8031","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,6,1,4,1,5.5,10,4,0,0,0,0,0,0,"1",2013,"NA"
"2658",2013-07-17,"8031","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2013,"NA"
"2659",2013-12-20,"8031","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2013,"NA"
"2660",2014-06-04,"8031","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,3,1,2,0,4.5,5,2.5,0,0,0,0,0,0,"3",2014,"NA"
"2661",2014-06-28,"8031","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"3",2014,"NA"
"2662",2015-01-15,"8031","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",2014,"NA"
"2663",2015-06-12,"8031","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,0,1,1,5,2.5,2.5,0,0,0,0,0,0,"5",2015,"NA"
"2664",2013-04-14,"8032","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE",0,0,2,0,2,0,NA,NA,NA,0,0,0,0,0,0,"0",2012,"NA"
"2665",2013-05-23,"8032","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,2,0,2,0,2.5,5,1.5,0,0,0,0,0,0,"1",2013,"NA"
"2666",2013-07-17,"8032","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2013,"NA"
"2667",2013-12-20,"8032","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2013,"NA"
"2668",2014-06-04,"8032","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,1,1,0,2.5,3,2,0,0,0,0,0,0,"3",2014,"NA"
"2669",2014-06-28,"8032","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"3",2014,"NA"
"2670",2015-01-15,"8032","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",2014,"NA"
"2671",2015-06-12,"8032","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,0,2,0,3,2,2,0,0,0,0,0,0,"5",2015,"NA"
"2672",2013-04-14,"8033","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE",0,0,2,0,2,0,NA,NA,NA,0,0,0,0,0,0,"0",2012,"NA"
"2673",2013-05-23,"8033","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,2,0,2,0,2,5,1,0,0,0,0,0,0,"1",2013,"NA"
"2674",2013-07-17,"8033","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2013,"NA"
"2675",2013-12-20,"8033","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2013,"NA"
"2676",2014-06-04,"8033","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,0.5,2.5,1.5,0,0,0,0,0,0,"3",2014,"NA"
"2677",2014-06-28,"8033","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"3",2014,"NA"
"2678",2015-01-15,"8033","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",2014,"NA"
"2679",2015-06-12,"8033","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,0.5,2.5,1.5,0,0,0,0,0,0,"5",2015,"NA"
"2680",2013-04-14,"8034","134",134,"5","pusilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE",0,0,2,0,2,0,NA,NA,NA,0,0,0,0,0,0,"0",2012,"NA"
"2681",2013-05-23,"8034","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,2,0,2,0,4,1.5,1.5,0,0,0,0,0,0,"1",2013,"NA"
"2682",2013-07-17,"8034","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2013,"NA"
"2683",2013-12-20,"8034","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2013,"NA"
"2684",2014-06-04,"8034","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,1,1,0,4,1.5,1.5,0,0,0,0,0,0,"3",2014,"NA"
"2685",2014-06-28,"8034","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"3",2014,"NA"
"2686",2015-01-15,"8034","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",2014,"NA"
"2687",2015-06-12,"8034","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,0,2,0,4,3.5,2,0,0,0,0,0,0,"5",2015,"NA"
"2688",2013-04-14,"8035","134",134,"5","pusilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE",0,0,6,1,4,1,NA,NA,NA,0,0,0,0,0,0,"0",2012,"NA"
"2689",2013-05-23,"8035","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,6,1,4,1,7,11,2,0,0,0,0,0,0,"1",2013,"NA"
"2690",2013-07-17,"8035","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2013,"NA"
"2691",2013-12-20,"8035","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2013,"NA"
"2692",2014-06-04,"8035","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,4,1,1,2,6,6,3,0,0,0,0,0,0,"3",2014,"NA"
"2693",2014-06-28,"8035","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"3",2014,"NA"
"2694",2015-01-15,"8035","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",2014,"NA"
"2695",2015-06-12,"8035","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,0,1,1,5.5,8,2,0,0,0,0,0,0,"5",2015,"NA"
"2696",2013-04-14,"8036","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE",0,0,4,0,4,0,NA,NA,NA,0,0,0,0,0,0,"0",2012,"NA"
"2697",2013-05-23,"8036","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,7,1,4,2,6.5,15,2.5,0,0,0,0,0,0,"1",2013,"NA"
"2698",2013-07-17,"8036","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2013,"NA"
"2699",2013-12-20,"8036","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2013,"NA"
"2700",2014-06-04,"8036","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,4,2,2,0,9.5,5.5,2,0,0,0,0,0,0,"3",2014,"NA"
"2701",2014-06-28,"8036","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"3",2014,"NA"
"2702",2015-01-15,"8036","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",2014,"NA"
"2703",2015-06-12,"8036","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,4,0,2,2,7,9,3,0,0,0,0,0,0,"5",2015,"NA"
"2704",2013-04-14,"8037","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE",0,0,5,1,3,1,NA,NA,NA,0,0,0,0,0,0,"0",2012,"NA"
"2705",2013-05-23,"8037","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,5,2,2,1,6.5,8,5,0,0,0,0,0,0,"1",2013,"NA"
"2706",2013-07-17,"8037","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2013,"NA"
"2707",2013-12-20,"8037","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2013,"NA"
"2708",2014-06-04,"8037","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,3,1,2,0,5.5,5,4,0,0,0,0,0,0,"3",2014,"NA"
"2709",2014-06-28,"8037","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"3",2014,"NA"
"2710",2015-01-15,"8037","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",2014,"NA"
"2711",2015-06-12,"8037","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,3,0,2,1,6,6,3,0,0,0,0,0,0,"5",2015,"NA"
"2712",2013-04-14,"8038","134",134,"5","pusilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE",0,0,3,0,3,0,NA,NA,NA,0,0,0,0,0,0,"0",2012,"NA"
"2713",2013-05-24,"8038","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,3,0,2,1,3.5,6.5,2,0,0,0,0,0,0,"1",2013,"NA"
"2714",2013-07-17,"8038","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2013,"NA"
"2715",2013-12-20,"8038","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2013,"NA"
"2716",2014-06-04,"8038","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,3,0,3,0,3.5,6.5,2,0,0,0,0,0,0,"3",2014,"NA"
"2717",2014-06-28,"8038","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"3",2014,"NA"
"2718",2015-01-15,"8038","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",2014,"NA"
"2719",2015-06-12,"8038","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,0,2,0,4,4,1,0,0,0,0,0,0,"5",2015,"NA"
"2720",2013-04-14,"8039","134",134,"5","pusilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE",0,0,3,0,2,1,NA,NA,NA,0,0,0,0,0,0,"0",2012,"NA"
"2721",2013-05-24,"8039","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,4,1,2,1,2,4,1,0,0,0,0,0,0,"1",2013,"NA"
"2722",2013-07-17,"8039","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2013,"NA"
"2723",2013-12-20,"8039","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2013,"NA"
"2724",2014-06-04,"8039","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,3,1,1,1,3.5,3,1,0,0,0,0,0,0,"3",2014,"NA"
"2725",2014-06-28,"8039","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"3",2014,"NA"
"2726",2015-01-15,"8039","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",2014,"NA"
"2727",2015-06-12,"8039","134",134,"5","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,3,0,3,0,4,4,1,0,0,0,0,0,0,"5",2015,"NA"
"2728",2013-04-14,"8040","134",134,"5","pusilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE",0,0,4,0,4,0,NA,NA,NA,0,0,0,0,0,0,"0",2012,"NA"
