"","PlantID","Date","Insect_Evidence_t","Moth_Evidence_t","Gerstaeckeria_t","Unknown_Moth_t","Old_Moth_Evidence_t","NatInsect_t","Insect_t","DA_t","CH_t","ME_t","CA_t","Height_t","Size_t","SamplingYear","Year","Network","Species","Island","RecruitmentMode","FruitPres_t","Fruit_Flowers_t","FruitFlowerPres_t","Fruit_t","DeadbyEndofYear","MissingbyEndofYear","PrevSamplingYear","PrevYear","OldMothNetworkPres","MENetworkPres","CANetworkPres","MothNetworkPres","OldMothPlantPres","MEPlantPres","CAPlantPres","MothPlantPres","MothNetworkPres_t","CANetworkPres_t","MENetworkPres_t","OldMothNetworkPres_t","OldMothNetworkPres_t_1","MENetworkPres_t_1","CANetworkPres_t_1","MothNetworkPres_t_1","IslandFullNames","MothOccupancy","DeadFactor","PlantIDb","PlantIDc","Alive","Clones_t","Loss_to_Offspring","ClonePres_t","Size_t_1","Height_t_1","Previous_Survey_Date","DaysSincePrevSurvey","DaysSinceStart","CA_t_1","ME_t_1","CH_t_1","DA_t_1","Insect_t_1","NatInsect_t_1","Old_Moth_Evidence_t_1","Unknown_Moth_t_1","Gerstaeckeria_t_1","Moth_Evidence_t_1","Insect_Evidence_t_1","RGR_Height","RGR_Height365","RGR_Size","RGR_Size365"
"228","8079",2014-06-04,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2014,2014,"134","Opuntia pusilla","5","Unknown",0,0,0,0,1,0,2013,2013,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,"Island 3","No Insects Observed","Yes","5, 8079","5
8079",0,0,0,0,1,1,2013-05-24,376,416,0,0,0,0,0,0,0,0,NA,1,1,NA,NA,NA,NA
"229","8080",2015-06-12,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"134","Opuntia pusilla","5","Clonal",NA,NA,NA,NA,1,0,2014,2014,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,"Island 3","No Insects Observed","Yes","5, 8080","5
8080",0,0,0,0,3,3.5,2014-06-04,373,789,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
"230","8088",2014-06-04,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2014,2014,"134","Opuntia pusilla","5","Unknown",0,0,0,0,0,1,2013,2013,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,"Island 3","No Insects Observed","No","5, 8088","5
8088",1,0,0,0,2,0.5,2013-07-17,322,416,0,0,0,0,0,0,0,0,NA,1,1,NA,NA,NA,NA
"231","8097",2013-07-17,1,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2013,2013,"134","Opuntia pusilla","5","Unknown",NA,NA,NA,NA,1,1,2012,2012,1,0,0,1,0,0,0,1,1,0,0,1,NA,NA,NA,NA,"Island 3","No Insects Observed","Yes","5, 8097","5
8097",0,0,0,0,4,NA,2013-04-14,94,94,NA,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,NA
"232","8097",2014-06-04,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2014,2014,"134","Opuntia pusilla","5","Unknown",0,0,0,0,0,1,2013,2013,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,"Island 3","No Insects Observed","No","5, 8097","5
8097",1,0,0,0,NA,NA,2013-07-17,322,416,NA,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,NA
"233","8099",2015-06-05,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"134","Opuntia pusilla","5","Clonal",NA,NA,NA,NA,0,1,2014,2014,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,"Island 3","No Insects Observed","No","5, 8099","5
8099",1,0,0,0,1,0.5,2014-06-04,366,782,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
"234","8109",2015-06-05,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"134","Opuntia stricta","5","Unknown",NA,NA,NA,NA,1,0,2014,2014,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,"Island 3","Moth Damage Only,
No Insects Observed","Yes","5, 8109","5
8109",0,0,0,0,2,7.5,2014-06-04,366,782,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
"235","8120",2015-06-12,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"134","Opuntia pusilla","5","Clonal",NA,NA,NA,NA,1,0,2014,2014,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,"Island 3","Moth Damage Only,
No Insects Observed","Yes","5, 8120","5
8120",0,0,0,0,1,1,2014-06-04,373,789,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
"236","8129",2015-06-05,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"134","Opuntia pusilla","5","Clonal",NA,NA,NA,NA,0,1,2014,2014,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,"Island 3","No Insects Observed","No","5, 8129","5
8129",1,0,0,0,2,2,2014-06-04,366,782,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
"237","8130",2014-06-04,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2014,2014,"134","Opuntia pusilla","5","Unknown",0,0,0,0,0,1,2013,2013,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,"Island 3","No Insects Observed","No","5, 8130","5
8130",1,0,0,0,2,2,2013-05-24,376,416,0,0,0,0,0,0,0,0,NA,1,1,NA,NA,NA,NA
"238","8131",2015-06-05,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"134","Opuntia pusilla","5","Clonal",NA,NA,NA,NA,1,0,2014,2014,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,"Island 3","No Insects Observed","Yes","5, 8131","5
8131",0,0,0,0,2,1,2014-06-04,366,782,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
"239","8134",2014-06-04,1,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2014,2014,"134","Opuntia pusilla","5","Unknown",0,0,0,0,1,0,2013,2013,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,"Island 3","No Insects Observed","Yes","5, 8134","5
8134",0,0,0,0,3,4,2013-05-24,376,416,0,0,0,0,0,0,0,0,NA,1,1,NA,NA,NA,NA
"240","8136",2014-06-04,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2014,2014,"134","Opuntia pusilla","5","Unknown",0,0,0,0,0,1,2013,2013,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,"Island 3","No Insects Observed","No","5, 8136","5
8136",1,0,0,0,1,2,2013-05-24,376,416,0,0,0,0,0,0,0,0,NA,1,1,NA,NA,NA,NA
"241","8137",2015-06-12,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"134","Opuntia pusilla","5","Clonal",NA,NA,NA,NA,1,0,2014,2014,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,"Island 3","No Insects Observed","Yes","5, 8137","5
8137",0,0,0,0,2,3,2014-06-04,373,789,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
"242","8142",2015-06-12,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"134","Opuntia pusilla","5","Clonal",NA,NA,NA,NA,0,1,2014,2014,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,"Island 3","No Insects Observed","No","5, 8142","5
8142",1,0,0,0,1,1,2014-06-04,373,789,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
"243","8147",2015-06-12,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"134","Opuntia pusilla","5","Clonal",NA,NA,NA,NA,0,0,2014,2014,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,"Island 3","No Insects Observed","No","5, 8147","5
8147",1,0,0,0,2,1.5,2014-06-04,373,789,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
"244","8150",2014-06-03,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2014,2014,"139","Opuntia pusilla","5","Unknown",0,0,0,0,1,1,2013,2013,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,"Island 3","No Insects Observed","Yes","5, 8150","5
8150",0,0,0,0,3,3,2013-05-23,376,415,0,0,0,0,0,0,0,0,NA,1,1,NA,NA,NA,NA
"245","8151",2015-06-08,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"139","Opuntia pusilla","5","Clonal",NA,NA,NA,NA,0,1,2014,2014,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,"Island 3","No Insects Observed","No","5, 8151","5
8151",1,0,0,0,3,3,2014-06-03,370,785,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
"246","8152",2015-06-08,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"139","Opuntia pusilla","5","Clonal",NA,NA,NA,NA,0,1,2014,2014,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,"Island 3","No Insects Observed","No","5, 8152","5
8152",1,0,0,0,3,3,2014-06-03,370,785,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
"247","8164",2014-06-03,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2014,2014,"139","Opuntia stricta","5","Clonal",0,0,0,0,1,0,2013,2013,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,"Island 3","No Insects Observed","Yes","5, 8164","5
8164",0,0,0,0,1,1.5,2013-05-23,376,415,0,0,0,0,0,0,0,0,NA,1,1,NA,NA,NA,NA
"248","8165",2014-06-03,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2014,2014,"139","Opuntia stricta","5","Clonal",0,0,0,0,1,0,2013,2013,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,"Island 3","No Insects Observed","Yes","5, 8165","5
8165",0,0,0,0,1,1.5,2013-05-23,376,415,0,0,0,0,0,0,0,0,NA,1,1,NA,NA,NA,NA
"249","8174",2014-06-03,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2014,2014,"139","Opuntia stricta","5","Clonal",0,0,0,0,0,1,2013,2013,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,"Island 3","No Insects Observed","No","5, 8174","5
8174",1,0,0,0,2,2,2013-07-10,328,415,0,0,0,0,0,0,0,0,NA,1,1,NA,NA,NA,NA
"250","8175",2013-07-10,1,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2013,2013,"139","Opuntia stricta","5","Unknown",NA,NA,NA,NA,1,NA,2012,2012,1,0,1,1,NA,NA,NA,1,1,1,0,1,NA,NA,NA,NA,"Island 3","No Insects Observed","Yes","5, 8175","5
8175",0,0,0,0,3,NA,2013-04-14,87,87,NA,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,NA
"251","8175",2014-06-03,1,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2014,2014,"139","Opuntia stricta","5","Unknown",0,0,0,0,0,1,2013,2013,1,0,1,1,NA,NA,NA,1,1,0,0,1,1,0,1,1,"Island 3","No Insects Observed","No","5, 8175","5
8175",1,0,0,0,NA,NA,2013-07-10,328,415,NA,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,NA
"252","8176",2013-07-10,1,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2013,2013,"139","Opuntia stricta","5","Clonal",NA,NA,NA,NA,1,NA,2012,2012,1,0,1,1,NA,NA,NA,1,1,1,0,1,NA,NA,NA,NA,"Island 3","No Insects Observed","Yes","5, 8176","5
8176",0,0,0,0,1,NA,2013-04-14,87,87,NA,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,NA
"253","8176",2014-06-03,1,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2014,2014,"139","Opuntia stricta","5","Clonal",0,0,0,0,0,1,2013,2013,1,0,1,1,NA,NA,NA,1,1,0,0,1,1,0,1,1,"Island 3","No Insects Observed","No","5, 8176","5
8176",1,0,0,0,NA,NA,2013-07-10,328,415,NA,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,NA
"254","8177",2014-06-03,1,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2014,2014,"139","Opuntia pusilla","5","Clonal",0,0,0,0,1,0,2013,2013,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,"Island 3","Moth Damage Only,
No Insects Observed","Yes","5, 8177","5
8177",0,0,0,0,3,1,2013-07-10,328,415,0,0,0,0,0,0,1,0,NA,1,1,NA,NA,NA,NA
"255","8178",2015-06-12,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"139","Opuntia pusilla","5","Unknown",NA,NA,NA,NA,0,1,2014,2014,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,"Island 3","No Insects Observed","No","5, 8178","5
8178",1,0,0,0,4,7.5,2014-06-03,374,789,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
"256","8180",2015-06-12,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"139","Opuntia stricta","5","Clonal",NA,NA,NA,NA,0,1,2014,2014,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,"Island 3","No Insects Observed","No","5, 8180","5
8180",1,0,0,0,1,2,2014-06-03,374,789,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
"257","8186",2014-06-03,1,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2014,2014,"139","Opuntia stricta","5","Clonal",0,0,0,0,1,0,2013,2013,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,"Island 3","Moth Damage Only,
No Insects Observed","Yes","5, 8186","5
8186",0,0,0,0,5,7,2013-07-10,328,415,0,0,0,0,0,0,1,0,NA,1,1,NA,NA,NA,NA
"258","8204",2015-06-08,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"139","Opuntia pusilla","5","Clonal",NA,NA,NA,NA,1,0,2014,2014,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,"Island 3","No Insects Observed","Yes","5, 8204","5
8204",0,0,0,0,7,16.5,2014-06-03,370,783,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
"259","8222",2015-07-02,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"969","Opuntia stricta","7","Clonal",NA,NA,NA,NA,1,0,2014,2014,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,"Island 5","Native Moth","Yes","7, 8222","7
8222",0,0,0,0,1,5,2014-06-17,380,808,0,0,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA
"260","8223",2015-07-02,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"969","Opuntia stricta","7","Unknown",NA,NA,NA,NA,1,0,2014,2014,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,"Island 5","Moth Damage Only,
No Insects Observed","Yes","7, 8223","7
8223",0,0,0,0,2,6.5,2014-06-17,380,808,0,0,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA
"261","8224",2014-06-17,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2014,2014,"969","Opuntia stricta","7","Clonal",0,0,0,0,1,1,2013,2013,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,"Island 5","Moth Damage Only,
No Insects Observed","Yes","7, 8224","7
8224",0,0,0,0,3,4,2013-05-22,391,428,0,0,0,0,0,0,1,0,NA,1,1,NA,NA,NA,NA
"262","8229",2015-07-02,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"969","Opuntia stricta","7","Clonal",NA,NA,NA,NA,0,1,2014,2014,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,"Island 5","Moth Damage Only,
No Insects Observed","No","7, 8229","7
8229",1,0,0,0,3,4,2014-06-17,380,808,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
"263","8233",2015-07-02,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"969","Opuntia stricta","7","Clonal",NA,NA,NA,NA,1,0,2014,2014,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,"Island 5","Moth Damage Only,
No Insects Observed","Yes","7, 8233","7
8233",0,0,0,0,4,7,2014-06-17,380,808,0,0,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA
"264","8234",2013-05-22,1,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2013,2013,"969","Opuntia stricta","7","Unknown",NA,NA,NA,NA,1,1,2012,2012,1,1,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,NA,"Island 5","No Insects Observed","Yes","7, 8234","7
8234",0,0,0,0,1,NA,2013-04-15,37,37,NA,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,NA
"265","8234",2014-06-17,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2014,2014,"969","Opuntia stricta","7","Unknown",0,0,0,0,0,1,2013,2013,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,"Island 5","No Insects Observed","No","7, 8234","7
8234",1,0,0,0,NA,NA,2013-05-22,391,428,NA,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,NA
"266","8235",2014-06-17,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2014,2014,"969","Opuntia stricta","7","Clonal",0,0,0,0,0,1,2013,2013,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,"Island 5","No Insects Observed","No","7, 8235","7
8235",1,0,0,0,2,NA,2013-05-22,391,428,NA,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,NA
"267","8244",2014-06-17,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2014,2014,"969","Opuntia stricta","7","Unknown",0,0,0,0,1,0,2013,2013,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,"Island 5","Native Moth","Yes","7, 8244","7
8244",0,0,0,0,4,9.5,2013-05-22,391,428,0,0,0,0,0,0,1,0,NA,1,1,NA,NA,NA,NA
"268","8245",2015-07-02,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"969","Opuntia stricta","7","Clonal",NA,NA,NA,NA,0,1,2014,2014,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,"Island 5","Moth Damage Only,
No Insects Observed","No","7, 8245","7
8245",1,0,0,0,2,4.5,2014-06-17,380,808,0,0,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA
"269","8247",2014-06-03,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2014,2014,"139","Opuntia pusilla","5","Clonal",0,0,0,0,0,1,2013,2013,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,"Island 3","No Insects Observed","No","5, 8247","5
8247",1,0,0,0,2,1,2013-05-26,373,414,0,0,0,0,0,0,0,0,NA,1,1,NA,NA,NA,NA
"270","8254",2014-06-03,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2014,2014,"139","Opuntia pusilla","5","Clonal",0,0,0,0,1,1,2013,2013,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,"Island 3","No Insects Observed","Yes","5, 8254","5
8254",0,0,0,0,2,4,2013-05-23,376,414,0,0,0,0,0,0,0,0,NA,1,1,NA,NA,NA,NA
"271","8256",2015-06-08,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"139","Opuntia pusilla","5","Clonal",NA,NA,NA,NA,0,1,2014,2014,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,"Island 3","No Insects Observed","No","5, 8256","5
8256",1,0,0,0,5,5,2014-06-03,370,784,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
"272","8257",2015-06-08,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"139","Opuntia pusilla","5","Clonal",NA,NA,NA,NA,0,1,2014,2014,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,"Island 3","Moth Damage Only,
No Insects Observed","No","5, 8257","5
8257",1,0,0,0,3,3.5,2014-06-03,370,784,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
"273","8258",2015-06-08,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"139","Opuntia pusilla","5","Clonal",NA,NA,NA,NA,0,1,2014,2014,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,"Island 3","No Insects Observed","No","5, 8258","5
8258",1,0,0,0,3,6,2014-06-03,370,784,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
"274","8260",2014-06-03,1,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2014,2014,"139","Opuntia pusilla","5","Clonal",0,0,0,0,0,1,2013,2013,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,"Island 3","No Insects Observed","No","5, 8260","5
8260",1,0,0,0,2,0.5,2013-05-23,376,414,0,0,0,0,0,0,0,0,NA,1,1,NA,NA,NA,NA
"275","8261",2015-06-08,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"139","Opuntia pusilla","5","Clonal",NA,NA,NA,NA,0,1,2014,2014,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,"Island 3","No Insects Observed","No","5, 8261","5
8261",1,0,0,0,8,9.5,2014-06-03,370,784,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
"276","8262",2014-06-03,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2014,2014,"139","Opuntia pusilla","5","Clonal",0,0,0,0,0,1,2013,2013,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,"Island 3","No Insects Observed","No","5, 8262","5
8262",1,0,0,0,2,1.5,2013-05-23,376,414,0,0,0,0,0,0,0,0,NA,1,1,NA,NA,NA,NA
"277","8262",2015-06-08,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"139","Opuntia pusilla","5","Clonal",NA,NA,NA,NA,0,1,2014,2014,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,"Island 3","No Insects Observed","No","5, 8262","5
8262",1,0,0,0,NA,NA,2014-06-03,370,784,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
"278","8267",2015-06-08,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"139","Opuntia pusilla","5","Clonal",NA,NA,NA,NA,1,0,2014,2014,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,"Island 3","No Insects Observed","Yes","5, 8267","5
8267",0,0,0,0,2,3.5,2014-06-03,370,784,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
"279","8268",2013-05-23,1,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2013,2013,"139","Opuntia pusilla","5","Clonal",NA,NA,NA,NA,1,1,2012,2012,1,0,1,1,0,0,0,1,1,1,0,1,NA,NA,NA,NA,"Island 3","No Insects Observed","Yes","5, 8268","5
8268",0,0,0,0,1,NA,2013-04-15,38,38,NA,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,NA
"280","8268",2014-06-03,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2014,2014,"139","Opuntia pusilla","5","Clonal",0,0,0,0,0,1,2013,2013,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,"Island 3","No Insects Observed","No","5, 8268","5
8268",1,0,0,0,NA,NA,2013-05-23,376,414,NA,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,NA
"281","8271",2015-06-08,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"139","Opuntia pusilla","5","Clonal",NA,NA,NA,NA,0,1,2014,2014,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,"Island 3","Moth Damage Only,
No Insects Observed","No","5, 8271","5
8271",1,0,0,0,1,1,2014-06-03,370,784,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
"282","8280",2015-06-08,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"139","Opuntia pusilla","5","Unknown",NA,NA,NA,NA,1,0,2014,2014,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,"Island 3","No Insects Observed","Yes","5, 8280","5
8280",0,0,0,0,4,7,2014-06-03,370,784,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
"283","8285",2013-07-10,1,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2013,2013,"139","Opuntia pusilla","5","Unknown",NA,NA,NA,NA,1,1,2012,2012,1,0,1,1,NA,NA,NA,1,1,1,0,1,NA,NA,NA,NA,"Island 3","No Insects Observed","Yes","5, 8285","5
8285",0,0,0,0,3,NA,2013-04-15,86,86,NA,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,NA
"284","8285",2014-06-03,1,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2014,2014,"139","Opuntia pusilla","5","Unknown",0,0,0,0,1,0,2013,2013,1,0,1,1,NA,NA,NA,1,1,0,0,1,1,0,1,1,"Island 3","No Insects Observed","Yes","5, 8285","5
8285",0,0,0,0,NA,NA,2013-07-10,328,414,NA,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,NA
"285","8291",2014-06-03,1,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2014,2014,"139","Opuntia pusilla","5","Unknown",0,0,0,0,1,0,2013,2013,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,"Island 3","No Insects Observed","Yes","5, 8291","5
8291",0,0,0,0,2,2.5,2013-05-23,376,414,0,0,0,0,0,0,0,0,NA,1,1,NA,NA,NA,NA
"286","8292",2014-06-03,1,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2014,2014,"139","Opuntia pusilla","5","Unknown",0,0,0,0,1,0,2013,2013,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,"Island 3","Moth Damage Only,
No Insects Observed","Yes","5, 8292","5
8292",0,0,0,0,2,5,2013-05-23,376,414,0,0,0,0,0,0,1,0,NA,1,1,NA,NA,NA,NA
"287","8301",2015-06-12,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"139","Opuntia pusilla","5","Clonal",NA,NA,NA,NA,0,1,2014,2014,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,"Island 3","No Insects Observed","No","5, 8301","5
8301",1,0,0,0,2,2,2014-06-08,369,788,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA
"288","8302",2014-06-04,1,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2014,2014,"139","Opuntia stricta","5","Unknown",0,0,0,0,1,0,2013,2013,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,"Island 3","No Insects Observed","Yes","5, 8302","5
8302",0,0,0,0,1,1.5,2013-05-26,374,415,0,0,0,0,0,0,0,0,NA,1,1,NA,NA,NA,NA
"289","8303",2015-06-12,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2015,2015,"139","Opuntia stricta","5","Clonal",NA,NA,NA,NA,0,1,2014,2014,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,"Island 3","Moth Damage Only,
No Insects Observed","No","5, 8303","5
8303",1,0,0,0,1,0.5,2014-06-08,369,788,0,0,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA
"290","8310",2014-06-04,1,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2014,2014,"139","Opuntia stricta","5","Clonal",0,0,0,0,1,0,2013,2013,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,"Island 3","Moth Damage Only,
No Insects Observed","Yes","5, 8310","5
8310",0,0,0,0,5,5,2013-05-26,374,415,0,0,0,0,0,0,1,0,NA,1,1,NA,NA,NA,NA
